sensor_id,timestamp,temperatura
sensor_003,2025-06-30 21:58:31,36.77
sensor_005,2025-06-30 21:58:31,36.3
sensor_002,2025-06-30 21:58:32,32.98
sensor_004,2025-06-30 21:58:32,37.55
sensor_001,2025-06-30 21:58:33,36.51
sensor_003,2025-06-30 21:58:33,36.67
sensor_005,2025-06-30 21:58:33,35.92
sensor_002,2025-06-30 21:58:34,32.75
sensor_004,2025-06-30 21:58:34,37.23
sensor_001,2025-06-30 21:58:35,36.89
sensor_003,2025-06-30 21:58:35,36.75
sensor_005,2025-06-30 21:58:35,35.63
sensor_002,2025-06-30 21:58:36,32.25
sensor_004,2025-06-30 21:58:36,36.87
sensor_001,2025-06-30 21:58:37,36.73
sensor_003,2025-06-30 21:58:37,36.57
sensor_005,2025-06-30 21:58:37,35.26
sensor_004,2025-06-30 21:58:38,36.5
sensor_002,2025-06-30 21:58:38,32.52
sensor_001,2025-06-30 21:58:39,36.49
sensor_003,2025-06-30 21:58:39,37.02
sensor_005,2025-06-30 21:58:39,35.31
sensor_004,2025-06-30 21:58:40,36.86
sensor_002,2025-06-30 21:58:40,32.84
sensor_001,2025-06-30 21:58:41,36.84
sensor_003,2025-06-30 21:58:41,36.73
sensor_005,2025-06-30 21:58:41,35.62
sensor_004,2025-06-30 21:58:42,36.52
sensor_002,2025-06-30 21:58:42,33.31
sensor_001,2025-06-30 21:58:43,37.34
sensor_003,2025-06-30 21:58:43,37.21
sensor_005,2025-06-30 21:58:43,35.58
sensor_004,2025-06-30 21:58:44,36.97
sensor_002,2025-06-30 21:58:44,33.69
sensor_001,2025-06-30 21:58:45,37.28
sensor_003,2025-06-30 21:58:45,37.33
sensor_005,2025-06-30 21:58:45,35.84
sensor_004,2025-06-30 21:58:46,36.79
sensor_002,2025-06-30 21:58:46,33.47
sensor_001,2025-06-30 21:58:47,37.11
sensor_003,2025-06-30 21:58:47,37.32
sensor_005,2025-06-30 21:58:47,35.83
sensor_004,2025-06-30 21:58:48,36.71
sensor_002,2025-06-30 21:58:48,33.45
sensor_001,2025-06-30 21:58:49,37.36
sensor_003,2025-06-30 21:58:49,36.87
sensor_005,2025-06-30 21:58:49,35.6
sensor_004,2025-06-30 21:58:50,36.59
sensor_002,2025-06-30 21:58:50,33.93
sensor_001,2025-06-30 21:58:51,37.31
sensor_003,2025-06-30 21:58:51,36.48
sensor_005,2025-06-30 21:58:51,35.99
sensor_004,2025-06-30 21:58:52,36.99
sensor_002,2025-06-30 21:58:52,33.99
sensor_001,2025-06-30 21:58:53,37.8
sensor_003,2025-06-30 21:58:53,36.83
sensor_005,2025-06-30 21:58:53,35.84
sensor_004,2025-06-30 21:58:54,36.97
sensor_002,2025-06-30 21:58:54,34.0
sensor_001,2025-06-30 21:58:55,37.52
sensor_003,2025-06-30 21:58:55,37.1
sensor_005,2025-06-30 21:58:55,35.67
sensor_004,2025-06-30 21:58:56,36.96
sensor_002,2025-06-30 21:58:56,34.35
sensor_001,2025-06-30 21:58:57,37.33
sensor_003,2025-06-30 21:58:57,37.18
sensor_005,2025-06-30 21:58:57,35.76
sensor_004,2025-06-30 21:58:58,36.59
sensor_002,2025-06-30 21:58:58,34.74
sensor_001,2025-06-30 21:58:59,37.69
sensor_003,2025-06-30 21:58:59,36.99
sensor_005,2025-06-30 21:58:59,36.25
sensor_004,2025-06-30 21:59:00,36.75
sensor_002,2025-06-30 21:59:00,34.49
sensor_001,2025-06-30 21:59:01,37.65
sensor_003,2025-06-30 21:59:01,36.87
sensor_005,2025-06-30 21:59:01,36.57
sensor_004,2025-06-30 21:59:02,37.06
sensor_002,2025-06-30 21:59:02,34.76
sensor_001,2025-06-30 21:59:03,37.45
sensor_003,2025-06-30 21:59:03,37.1
sensor_005,2025-06-30 21:59:03,37.06
sensor_004,2025-06-30 21:59:04,37.06
sensor_002,2025-06-30 21:59:04,35.19
sensor_001,2025-06-30 21:59:05,37.8
sensor_003,2025-06-30 21:59:05,36.67
sensor_005,2025-06-30 21:59:05,37.41
sensor_004,2025-06-30 21:59:06,37.46
sensor_002,2025-06-30 21:59:06,35.26
sensor_001,2025-06-30 21:59:07,37.72
sensor_003,2025-06-30 21:59:07,36.92
sensor_005,2025-06-30 21:59:07,37.03
sensor_004,2025-06-30 21:59:08,37.24
sensor_002,2025-06-30 21:59:08,34.97
sensor_001,2025-06-30 21:59:09,37.97
sensor_003,2025-06-30 21:59:09,37.19
sensor_005,2025-06-30 21:59:09,37.17
sensor_004,2025-06-30 21:59:10,37.45
sensor_002,2025-06-30 21:59:10,34.53
sensor_001,2025-06-30 21:59:11,38.11
sensor_003,2025-06-30 21:59:11,36.86
sensor_005,2025-06-30 21:59:11,37.2
sensor_004,2025-06-30 21:59:12,37.28
sensor_002,2025-06-30 21:59:12,34.12
sensor_001,2025-06-30 21:59:13,36.64
sensor_003,2025-06-30 21:59:13,36.87
sensor_005,2025-06-30 21:59:13,37.57
sensor_002,2025-06-30 21:59:14,34.06
sensor_004,2025-06-30 21:59:14,36.89
sensor_001,2025-06-30 21:59:15,36.27
sensor_003,2025-06-30 21:59:15,36.4
sensor_005,2025-06-30 21:59:15,37.57
sensor_002,2025-06-30 21:59:16,34.04
sensor_004,2025-06-30 21:59:16,36.45
sensor_003,2025-06-30 21:59:17,36.05
sensor_001,2025-06-30 21:59:17,36.5
sensor_005,2025-06-30 21:59:17,37.71
sensor_002,2025-06-30 21:59:18,34.4
sensor_004,2025-06-30 21:59:18,36.42
sensor_003,2025-06-30 21:59:19,35.73
sensor_001,2025-06-30 21:59:19,36.15
sensor_005,2025-06-30 21:59:19,37.3
sensor_002,2025-06-30 21:59:20,34.43
sensor_004,2025-06-30 21:59:20,36.7
sensor_003,2025-06-30 21:59:21,35.61
sensor_001,2025-06-30 21:59:21,35.79
sensor_005,2025-06-30 21:59:21,37.16
sensor_002,2025-06-30 21:59:22,34.7
sensor_004,2025-06-30 21:59:22,36.8
sensor_003,2025-06-30 21:59:23,36.08
sensor_001,2025-06-30 21:59:23,35.65
sensor_005,2025-06-30 21:59:23,37.31
sensor_002,2025-06-30 21:59:24,34.52
sensor_004,2025-06-30 21:59:24,37.25
sensor_003,2025-06-30 21:59:25,36.48
sensor_001,2025-06-30 21:59:25,35.31
sensor_005,2025-06-30 21:59:25,37.45
sensor_002,2025-06-30 21:59:26,34.42
sensor_004,2025-06-30 21:59:26,36.75
sensor_001,2025-06-30 21:59:27,35.74
sensor_003,2025-06-30 21:59:27,35.98
sensor_005,2025-06-30 21:59:27,37.61
sensor_002,2025-06-30 21:59:28,34.84
sensor_004,2025-06-30 21:59:28,37.24
sensor_001,2025-06-30 21:59:29,36.01
sensor_003,2025-06-30 21:59:29,35.86
sensor_005,2025-06-30 21:59:29,37.44
sensor_002,2025-06-30 21:59:30,35.23
sensor_004,2025-06-30 21:59:30,37.16
sensor_001,2025-06-30 21:59:31,36.02
sensor_003,2025-06-30 21:59:31,36.22
sensor_005,2025-06-30 21:59:31,37.3
sensor_002,2025-06-30 21:59:32,35.16
sensor_004,2025-06-30 21:59:32,37.52
sensor_001,2025-06-30 21:59:33,35.91
sensor_003,2025-06-30 21:59:33,35.81
sensor_005,2025-06-30 21:59:33,37.41
sensor_002,2025-06-30 21:59:34,34.9
sensor_004,2025-06-30 21:59:34,37.61
sensor_001,2025-06-30 21:59:35,36.0
sensor_003,2025-06-30 21:59:35,36.28
sensor_005,2025-06-30 21:59:35,36.91
sensor_002,2025-06-30 21:59:36,35.3
sensor_004,2025-06-30 21:59:36,37.19
sensor_001,2025-06-30 21:59:37,35.9
sensor_003,2025-06-30 21:59:37,36.45
sensor_005,2025-06-30 21:59:37,37.24
sensor_002,2025-06-30 21:59:38,34.92
sensor_004,2025-06-30 21:59:38,36.69
sensor_001,2025-06-30 21:59:39,36.11
sensor_003,2025-06-30 21:59:39,36.74
sensor_005,2025-06-30 21:59:39,36.82
sensor_002,2025-06-30 21:59:40,35.01
sensor_004,2025-06-30 21:59:40,36.7
sensor_001,2025-06-30 21:59:41,36.24
sensor_003,2025-06-30 21:59:41,36.71
sensor_005,2025-06-30 21:59:41,37.27
sensor_002,2025-06-30 21:59:42,34.59
sensor_004,2025-06-30 21:59:42,36.71
sensor_001,2025-06-30 21:59:43,36.69
sensor_003,2025-06-30 21:59:43,37.14
sensor_005,2025-06-30 21:59:43,37.23
sensor_002,2025-06-30 21:59:44,34.22
sensor_004,2025-06-30 21:59:44,36.48
sensor_001,2025-06-30 21:59:45,37.18
sensor_003,2025-06-30 21:59:45,36.79
sensor_005,2025-06-30 21:59:45,37.54
sensor_002,2025-06-30 21:59:46,34.41
sensor_004,2025-06-30 21:59:46,36.61
sensor_001,2025-06-30 21:59:47,37.66
sensor_003,2025-06-30 21:59:47,36.75
sensor_005,2025-06-30 21:59:47,37.44
sensor_002,2025-06-30 21:59:48,34.71
sensor_004,2025-06-30 21:59:48,36.46
sensor_001,2025-06-30 21:59:49,37.48
sensor_003,2025-06-30 21:59:49,36.32
sensor_005,2025-06-30 21:59:49,37.78
sensor_002,2025-06-30 21:59:50,35.06
sensor_004,2025-06-30 21:59:50,36.14
sensor_001,2025-06-30 21:59:51,37.61
sensor_003,2025-06-30 21:59:51,36.1
sensor_005,2025-06-30 21:59:51,37.78
sensor_002,2025-06-30 21:59:52,35.22
sensor_004,2025-06-30 21:59:52,36.29
sensor_001,2025-06-30 21:59:53,37.37
sensor_003,2025-06-30 21:59:53,35.8
sensor_005,2025-06-30 21:59:53,38.04
sensor_004,2025-06-30 21:59:54,36.59
sensor_002,2025-06-30 21:59:54,35.0
